Date,A,ABBV,ABT,AMGN,BAX,BDX,BIIB,BMY,BSX,CAH,CI,CNC,COO,COR,CVS,DGX,DHR,DXCM,ELV,EW,GILD,HCA,HOLX,HSIC,HUM,INCY,IQV,ISRG,JNJ,LLY,MCK,MDT,MRK,MRNA,PFE,SYK,TECH,TMO,UNH,VRTX,VTRS,ZBH,ZTS
2021-01-05,0.008176033545458816,0.010340440638120008,0.01237274910905728,0.004853137605587365,0.013729346428983824,0.0013162208172916579,0.014159302262263918,0.0027699113669288344,0.027502160706369017,0.003589806977939425,-0.011131722559455381,-0.016427773478128405,0.011784129072133442,0.013056924884472076,0.006715141124349788,0.005118864814855684,0.024817541029771517,0.030776569760657013,-0.010923220272486378,-0.0053980627240577395,-0.0018300564941515773,0.008371890676725835,0.03966074654749563,0.019401428139167676,0.0024019919093409836,-0.00670901355852449,0.015515232954006475,0.006312561275961359,0.011757270245497997,0.004954617888077717,0.006707969075913756,0.008015989676214863,0.001729421121393182,-0.022822903205431344,0.010323629661062927,0.002677590155416354,0.007564717410824207,0.012504629262813038,-0.013447741509618805,-0.0037047939321853685,-0.02373240923863129,0.01730192099609318,0.006968282140498827
2021-01-06,0.02742246406903681,-0.008638504846035122,-0.002081966271239244,0.024104342627301323,-0.0034476533786595986,0.010397273314853628,0.005519707024313147,0.0024368837878070426,0.014348692576782618,0.03652096913877956,0.029494378452718184,0.10790902243681644,0.013389697908872789,0.0860268767629393,0.029804452722008934,0.03261034511199146,0.033133468750278894,0.019444104210805113,0.04195474912391073,-0.01402086679029202,0.032499919306773206,0.03363440310338306,0.026440439686783224,0.026261416514521407,0.05965908959108712,-0.018167056458495034,0.03853018737153535,-0.015228879556270947,0.009410144059543102,-0.01202486238399958,0.018963375234252622,0.016331903004803028,0.015782884890749527,0.0648470581724212,-0.008604853960771708,0.01164149255020086,0.04388004428532799,0.015678540628190296,0.04196649064360991,-0.008443468016055,0.02154696310658588,0.028496253708961028,0.01469088765596882
2021-01-07,0.026609346447101112,0.010702717246885651,0.009706719675402375,0.0033011922946042382,0.0067953916449388085,-0.0005520659698783348,0.010857729329591281,0.010696841471290908,-0.005440613639120739,0.02270234217038669,0.05285762729736221,0.030889687034720836,-0.0034124068745912117,0.03729873967160535,0.01970759809506406,-0.014079977932874077,0.014216408488783916,0.02989995167292614,0.02759518297893848,0.025688137288509605,0.009201193181932688,0.017823615587678754,-0.0007689037489728712,0.0064693012281613615,0.022520238114349223,0.06808214517115685,0.00971810769714776,0.019450235530692028,0.003378426334691431,0.009189450376713593,0.022857954129643643,-0.001346293408490351,0.019907888179475863,-0.010063700127657449,0.005153679145659451,0.005238200761602085,0.014928549487839282,0.031161975140749032,0.016032310492136714,0.02757555776884124,0.0016223968503088493,-0.005928279304262873,-0.0008973615298495385
2021-01-08,0.007133659773642664,0.005247816146841888,0.002785315526040888,0.019100889317233527,0.0025767299397829735,0.006153853355552963,0.00838520533562881,0.0020848273402349626,0.005196898784795678,-0.00710356632953435,0.0013606480581831448,-0.02207886617243504,-0.005012772596430515,-0.0009081101112556889,0.011758378233996503,-0.007826391831069812,0.015769038526607382,0.0024020887152198522,-0.0008894329690575242,0.013752187991551645,0.008317316599339541,-0.0076036463065400905,0.032320079564103876,0.029852824940981515,-0.02439191134781249,0.04197666464402294,0.016058727595803513,0.013041176246696873,-0.0020579347284299665,0.003497506677512252,0.002895732252044647,0.008508799346968132,-0.011782828253536382,-0.020331882981564076,0.0018885738164180488,-0.0002460884592093704,-0.018847840036399943,0.023923954465677744,-0.004492624248742527,0.01760414860868531,-0.011879019538336921,-0.002197203822258964,0.0066465160361319775
2021-01-11,0.008578600326567765,0.016313997233131428,-0.006898906715420705,-0.0038575117869456,0.009424801157769336,0.008037290016186027,0.05931732052660044,0.039686235892280486,-0.008435411518122882,-0.0030406399201315937,-0.0039856750474140945,0.006890503254824321,-0.009856242017625028,-0.024356794224189127,0.016163568666315964,0.005367302246875205,0.0025870957220359703,-0.04496375030048516,0.0050134730305400055,-0.014337657975254436,-0.00840744565833429,-0.005282149151141002,-0.024475105888776105,0.0038834782971233217,-0.007395128519433802,-0.005435384485537487,0.0018840308085712465,-0.006228940773681302,-0.004186227966064493,0.11736089894137036,-0.0008168638099271819,-0.010107689664845765,0.023726436905889603,0.04000001894661165,0.01723706259867841,-0.0074283861597644885,0.01608420460166604,0.002049728365723702,-0.007265082250254018,-0.009957808482496056,0.009289779100856377,0.0003146804561600103,0.0076143021129730926
2021-01-12,-0.00920807635733778,0.00697120816443797,-0.018043999015172285,-0.004125205175786406,-0.023160004327760553,0.02321959929239581,-0.000485849172293884,0.007080125691008687,-0.03046094504626895,0.004485139817951955,0.02409969332737516,-0.00786256425637566,-0.004559706474095537,-0.007731719663406578,0.0024974323395374753,0.020949598587035156,-0.014050114084340426,-0.028248437316284458,-0.011777513216622904,-0.017007991784123266,-0.006878722786140767,0.0050767330318273185,-0.011079917911131498,0.019480570815340714,-0.0255339290270008,0.010608635523007282,-0.01055163104210255,-0.0309961666337355,-0.007780604263727842,-0.038399831892587666,-0.0007091045405919205,-0.010210972481062841,-0.022471170580597,0.06216954445436529,-0.015621090828191186,-0.010915931246181398,-0.0024190790914991878,-0.028401743427557524,-0.009369294591337951,-0.022417296797299535,-0.01245276992961164,0.005220198786652697,-0.01930459730855938
2021-01-13,7.90853948176018e-05,0.024321484318454045,0.030411581874718374,0.004860594413871988,0.02284000069975356,-0.0002659993656739523,-0.002692700479671184,-0.010698210208180958,0.02066231260692053,-0.010537473332668634,-0.006260312400949153,-0.023921298327243434,0.06633885281526508,-0.00844926430602122,-0.017571170138504066,-0.006100617309923173,-0.0035314984044223507,0.006607919250645411,-0.012994011648915449,0.016050127337506215,-0.00869842441708657,-0.010276186444629132,0.0025756206608127385,0.001219627819135649,-0.015267592362573912,-0.016647224424417906,-0.0003167435285277298,0.029197290495157846,-0.0015180731226538402,0.03747210650956334,0.00070960772665285,0.012192216500144903,-0.009026008732322288,-0.0039342069944424685,-0.008606776569690777,0.01667983554705743,-0.010269236743522425,0.005894615802886971,-0.006519654202254865,-0.009939832290358996,0.00877178506468912,0.019520670484800773,-0.025102441395835506
2021-01-14,-0.007481620316674653,0.004318356763630904,-0.014861435337384266,0.0164888000929162,-0.02851917990344721,-0.019923097479256136,0.05107434068839689,0.019928696925424205,0.002773113430748708,-0.00018064024496833309,-0.013538420401611906,-0.02225234264618048,-0.017314546895460636,0.00018937733433865844,0.0017349953941407925,-0.00382607510201205,-0.013092136150234746,-0.028878779680671096,-0.023938232181242358,-0.019829758347524096,0.013974514309714081,-0.012905581800825683,-0.017597882389720487,-0.011505123250146965,-0.026488762235083008,-0.007547950877359821,-0.0066011829107042175,-0.017635169608080536,0.017480874654157486,0.006415197734319644,-0.0031625565374372444,-0.008002158624685785,-0.002064628411840852,0.045623116020425014,-0.002984239577598302,-0.004399491681825962,0.020025489849163858,-0.009567247145646607,-0.012702905743411708,-0.004315327873137154,-0.05923899752032413,-0.0020250041898717264,-0.0061128711079820874
2021-01-15,0.0014282663826419295,-0.009943410264866115,0.01145043966402004,0.015848687344308887,-0.0001250399963601545,0.015401228691656721,-0.015876456781790838,0.007876292225112103,0.004701382310839275,0.0009026650299128747,-0.008515324403437385,-0.015992574509491986,0.004638100693371117,0.010980929105641968,0.016122470410361522,-0.004641062519918027,0.00021117137452719703,0.00602143182123327,0.012092235280774632,0.004343409442119306,0.014903949960427543,0.002971464997295614,-0.00496868287307739,-0.021498010695151448,0.004469207197904446,-0.016080001545109912,-0.0017011712465070383,-0.02348391975370323,-0.0021783859187242127,0.021854367320699675,0.008751643389083075,-0.008151552480702429,0.014725558560781948,-0.0005396802617942953,-0.0013603701096920329,-0.0005782202852071539,0.031168488893004165,0.012537326546831817,0.0021966079333477495,-0.002520750388015358,-0.015020131761974365,-0.015373295807727838,0.0037275834831751453
2021-01-19,0.009032556521421542,0.015020010428109742,0.011410707144014376,0.011324181870803196,-0.01511741228392105,-0.0037058794193444156,-0.007250580142663887,0.003005771811770863,-0.001651565380316744,-0.01136350843625833,0.008679891760606129,-0.01875294157623475,0.02793927436629895,-0.030899094497930157,-0.011276972234946725,0.017443116140209103,-0.0027032552392105558,0.00971203366135276,-0.008363522156429992,0.00045522834046907157,0.05905547957972601,-0.015820467298234164,-0.001445474540830216,-0.014413641092820617,0.001228894089559729,0.03754418747283039,0.006283657152979183,-1.2819876501035665e-05,0.015470813838515562,0.04041512013102033,-0.01057364948727424,0.01284132343408051,-0.002278605296650249,-0.03578859991276662,0.000817347207873409,0.0003305742983163995,0.011704806238452825,0.008427150487428925,0.0025334364891194117,0.028197741185098213,0.02287390145713286,-0.0011866388049397436,0.007810975730831782
2021-01-20,0.005967820520926814,0.003922195266030881,0.0028427318242039146,0.016474031873568773,0.008752993986180346,0.00970208363074776,-0.013000283399803525,-0.007341873689660661,0.010752671208333453,-0.004013801679041418,0.03451084097116519,-0.005892701722998939,-0.006865979540687683,0.00280213590574685,-0.001989333744525812,0.010873891441704142,0.0039812986489635716,0.018118723306506546,-0.006703761465918223,0.0021612422261063635,0.01371714811664182,0.011137893933882426,0.016186384938958298,-0.0035496237245029594,0.009894228965174445,0.025649251655938343,0.008308155026130581,0.025898952438001333,-0.0024572695168602054,0.014006406229202906,0.009261811851204449,0.008283407179879632,-0.008775216355831783,0.0010398948179866085,-0.006261851647412553,0.012971500093650556,0.013901071052044633,0.016674085388595605,-0.0038330903221378554,0.020654534994151375,0.014334988317307618,0.02207200792701225,0.00485965786056064
2021-01-21,-0.008664435624868294,-0.012075977755463096,0.0005314092091086575,-0.0013076206626145837,0.006162031415182234,-0.005317150635646861,-0.0005919922407577882,-0.03124510221931609,0.023458827439473362,0.008792684713399446,-0.009762673567667246,0.00528679655134745,-0.020377929184482113,0.010790817520413887,-0.00896328896255938,-0.01711688206430162,-0.016663027403134856,0.009282667604465722,0.0005599030205711841,-0.009875086631733088,-0.014854925269559338,-0.0032749248152399435,-0.01683505608918945,-0.02479335788263326,0.007925397605782925,-0.02563039483560381,-0.014957441719055553,0.00012519326423543475,-0.004003183484008743,0.0054159935389324065,-0.00743941275467408,-0.01156833085280251,-0.015522808781624708,0.06264980322941538,-0.0005485285729367462,-0.006566076203359694,-0.0027758540449250857,-0.006746454676566094,0.011857015215074762,0.008196039148367529,-0.021481272534679907,-0.0030587793869640834,0.006733569244324
2021-01-22,-0.005275774934415667,-0.003595250921299531,-0.0009739659426339919,0.005832682068547257,-0.006249183623858068,-0.01202752499639137,-0.0025173726050389256,0.005920770230711803,-0.01305974606845739,0.005810750278817389,-0.012246522628071799,-0.019760982923773707,0.008251763059283546,0.02716617607019578,0.0005398825611075964,-0.00575153433260589,0.021192529440526187,0.007129238414115724,-0.023655558323724235,-0.01960342368519774,-0.000597318924072332,-0.0025684882611948234,-0.0028978032930605524,0.010081747331941449,-0.02272079459786147,0.04249198933899789,-0.011188694529274179,-0.0683510924266868,0.011253530457522976,0.018729784829213614,0.012145406035663164,-0.011279789505595939,-0.002463296148593308,-0.014738994721385956,0.0019192688641915812,-0.015065488949220107,0.002558690163699806,0.004371697946504716,-0.020985820127137567,-0.004399945752779577,0.006932378874786149,-0.01196602132202329,-0.0068709865710007145
