Date,APA,BKR,COP,CTRA,CVX,DVN,EOG,EQT,HAL,KMI,MPC,OXY,SLB,VLO,WMB,XOM
2021-01-05,0.0954637483295473,0.011417576956151532,0.05736658185560328,0.009638776222665069,0.027033219704475808,0.07625557020752227,0.08142809772803083,0.04697990997814405,0.08390871102539377,0.02507381709620704,0.03288326868551117,0.10085938766888658,0.053758607233490796,0.028530482423251735,0.030348318438223387,0.04819255428050484
2021-01-06,0.04079128903964779,0.04233308784729961,0.039913825869835495,0.018496464247277133,0.03218402971834666,0.05529933512720864,0.021142601725686605,0.06552694995073716,0.0200881161061206,0.033093616318137675,0.020432437402152503,0.0411246660224458,0.05533928007023059,0.022330522946312437,0.03814557551500819,0.025517483794531337
2021-01-07,0.016033190302972233,0.023014443346196067,0.02735047292664472,0.020503722886916265,0.004677045741236174,0.013646272818607086,0.06465667889543991,-0.0013369492948067663,-0.02257463292538131,0.016712958758659857,0.028405039220346984,0.02849973706656983,0.019254559944857697,0.018259504148885997,0.0018606905153584208,0.007845718037315041
2021-01-08,-0.030976217686742302,-0.008822266859279448,0.0,-0.008610909194061378,0.009532165528620462,-0.02477078659087828,0.004264692024148697,-0.02811229833033413,-0.01130196142301576,-0.007534180249096578,-0.022413374569897337,-0.02382117503600767,-0.0016075191889282081,-0.03284735419283391,-0.011142049290637113,0.0111211543294778
2021-01-11,0.004825274342127539,0.008010693528324175,0.014764701711236228,0.04458598316051865,0.005709160795424495,0.012147633667983548,0.012570224754183235,0.04820923897140039,0.022365526033794714,0.0172532371614742,0.009495381753154453,0.0,0.00603841588539078,0.01611505000891489,0.009859344674625126,0.030356241377642812
2021-01-12,0.11224488195296112,0.01721850616461973,0.04541478754037964,0.029933603915791807,0.018995711121057468,0.07528643082869602,0.04747528212148344,0.08278575949816713,0.07583861435555295,0.0318861127525234,0.045652514141569345,0.1264939496074129,0.04601869330718844,0.014836317188851478,0.04277063625515809,0.022203136849990868
2021-01-13,-0.039395534183616965,-0.0017360616263778494,-0.008224414641792688,0.01829921594070827,-0.0009641056891132038,-0.02942675878866885,-0.03155046722970678,0.043082627035763155,-0.025304805071316605,0.0065746396091626025,-0.0276437606816734,-0.012820338441901558,-0.02601397597110322,-0.030414941276351137,-0.008470598217981462,0.01127804047227099
2021-01-14,0.030898831555864703,0.03086950834947233,0.01786080364536402,0.020084422271197777,0.024021273090742312,0.06011509365353129,0.03569348266445327,0.04130300045371027,0.008808384259667346,0.021554513658678998,0.027075809263914286,0.08553516688176943,0.01963848317722472,0.04454056645704907,0.02023353945133688,0.03903364967805478
2021-01-15,-0.05885553425273693,-0.03542781109177351,-0.05744713046279115,-0.011917364863251678,-0.03560580451056794,-0.03501007514864107,-0.04900402930767023,0.03351958285793488,-0.046874890595201446,-0.009590900246266743,-0.03383124904242085,-0.07632018241149618,-0.0404467765471922,-0.03268636909541911,-0.008373535948563604,-0.048101848527506874
2021-01-19,0.031847087173115574,0.0,0.01950359509565236,-0.02412136066263959,0.026278651931765706,0.02197271973588011,0.02179449892280494,-0.07945935765093759,-0.009643227259342968,0.0038737247290432375,0.04797613427682368,0.03037096676208395,0.020473829486644668,0.03842208360648658,-0.002222192338983464,0.019837293687204438
2021-01-20,-0.01964078069156494,0.0008740564540203888,-0.013913357569903861,-0.010264523557017458,0.009205312585861991,-0.0015001760987636281,-0.0046298164431576305,-0.049911967469963625,-0.022395335691243412,0.0025721896944357336,0.0017358163053526887,-0.0021675739534908756,-0.002753648755837945,0.0004955984356780352,-0.0008910304923068768,0.014127616143362332
2021-01-21,-0.046145305249750024,-0.014853463720365112,-0.04783944821525499,0.002183427054897269,-0.035332176194430964,-0.07911863627697358,-0.08588003376504161,-0.011743025247269001,-0.033366857905015035,-0.02116730848717241,-0.01689394082082385,-0.06429182534162559,-0.04575934270033821,-0.028231565823866434,-0.033883263157493904,-0.028669477083755
2021-01-22,-0.015624717184424819,-0.01685139312071171,-0.011576499391111272,0.009803747695360743,-0.0030431382329697554,-0.03208259398151159,-0.0030894018053805317,0.02501576394346272,-0.008758156637549197,0.003931774543028732,0.007931251502747871,-0.0023211626016642617,0.009094336393101532,0.010023561750660104,-0.0032304096525167525,-0.014134178603606329
2021-01-25,-0.03968273935193034,-0.05051874205199036,-0.0025768425665377848,0.008090461746300237,-0.009048347138552626,-0.024157364059937292,0.0061975076069240576,0.004880900937688004,-0.03170473552773445,-0.0039163762346484665,0.010491820666135299,0.0009303991193703176,-0.027447525165530284,-0.000672836425527068,0.0027777187844686413,-0.011174355329817365
2021-01-26,-0.027336212527168224,-0.020902427982229854,-0.021136838609668196,-0.01605119446789649,-0.01694174722512043,-0.02993656253261534,-0.030978198281754077,-0.030358090954992867,-0.023080920010297934,-0.0026214060084632784,-0.02314519552074834,-0.05253364903747848,-0.042122998856137794,-0.021208501768049337,-0.0101567938147199,-0.02196196353990021
2021-01-27,-0.04575166185617063,-0.009704274129128665,-0.02471193967358809,0.035889084970516905,-0.01298114637244352,0.021364780202629996,0.028416436850182025,0.036944149252008174,-0.05054946920041303,-0.026281197808730616,-0.02701507522593194,0.009813517542377692,-0.0408971962965885,0.009974353528991342,-0.010727515595521764,-0.011336334350178778
2021-01-28,0.023287681842852903,0.009309295214195101,0.011316078667183982,-0.03517059033422487,0.009297085437586672,-0.0005808386436854107,-0.02345013238406435,-0.007246346601656906,0.05729184910048701,-0.008771867892983232,0.018889391904094,0.017978692422788933,0.03805583028844706,-0.006811161001571309,0.011786850993247278,0.015656260069991212
2021-01-29,-0.04417664515512998,-0.02475728323883697,-0.026270973567713685,-0.002720207444396827,-0.04291177212878072,-0.04302327736826972,-0.051377574337509335,-0.007907658615569635,-0.035030533751173265,-0.02405207130114495,-0.03596132943095087,-0.042482028064286914,-0.018993036052470713,-0.03257320044053469,-0.010717744717535949,-0.02648723092517391
2021-02-01,0.05882347118495712,0.010950570210940702,0.016987381858235118,0.015275382417483385,0.014201828006088046,0.018226040379551334,0.00726072897497132,0.042918725835270566,0.013046249006593902,-0.004261179309877128,0.006718994803319278,0.01645058372111352,-0.002251057220601149,-0.0033669126954160022,0.0028263590769042057,0.0017842008963784295
2021-02-02,0.02910044025612679,0.003939047634495818,0.006386890282244817,-0.018269990192532504,0.0075223570277698215,0.01193317404836769,-0.0013639932727506077,-0.025867283299592536,0.008958473323477989,-0.014978979231292766,0.039125566607368656,0.016674737345562685,0.015794197018366818,0.027204778124775064,0.0061062322582539075,0.01580581454562191
2021-02-03,0.05591291332694115,0.049533972419415706,0.054673646432902734,0.036672403027744105,0.021824149988478814,0.07311319190881282,0.09012883978998909,0.0416417598420864,0.04384009421565849,0.031136923189164945,0.047618772470838344,0.062228926985614885,0.07418936781400487,0.04033242003314874,0.023342813353865344,0.03922860057759725
2021-02-04,-0.006695246658779519,0.04486005558601813,0.018514312144730427,-0.0036958850200822235,0.0004496237384363777,-0.0027473715723294045,0.02845381785696577,-0.015643403918106702,0.015949174440842873,-0.014747127110456892,0.0006343712471805762,0.012715751226400007,0.02605454415809816,0.015973426973185045,0.004561982043276291,0.019190196729782505
2021-02-05,-0.00612762587077087,-0.012522486727996052,0.009316203606557494,-0.0694226115813682,0.0029213998716302036,-0.013774021215533172,-0.014964516169772124,-0.014125599487191498,-0.006802820647101804,0.008553088402873943,0.006761081298978011,0.011658851407940096,0.008061300528299675,0.010808960660771527,0.0031788410876429918,0.03351947808006783
2021-02-08,0.0998767213923577,0.029680240916005296,0.053129144223981184,0.014237148472640015,0.024870933753869284,0.04748601789921536,0.04946125491863729,0.01970138911534569,0.05584835680875089,0.0409893122956424,0.03840483051990384,0.12810318359671147,0.03918434178288033,0.049740678651773784,0.018560495391329646,0.04304306118875334
