Date,AAPL,ACN,ADBE,ADI,ADSK,AKAM,AMAT,AMD,ANET,APH,APP,AVGO,CDNS,CRM,CRWD,CSCO,CTSH,DDOG,DELL,FSLR,FTNT,GDDY,GEN,GLW,HPE,HPQ,IBM,INTC,INTU,LRCX,MCHP,MSFT,MU,NOW,NTAP,NVDA,NXPI,ON,ORCL,PANW,PLTR,QCOM,SMCI,STX,SWKS,TEL,TER,TXN,WDAY,WDC
2021-04-16,-0.0025279845351209307,0.0063475015187623995,0.003497404853977537,-0.007466947285886039,0.004349924293202356,0.001228359171962401,-0.0050592703358198765,-0.01036020465268972,0.005812530527029125,-0.0005834374271793674,-0.06441713412312389,-0.0025208263135066966,-0.0022359363049185843,-0.004678064256038894,0.00985448514584486,0.022463082716314586,0.010655563344408758,-0.05174766955903509,0.025272703324130896,0.03848647519986992,0.0022866096967617544,-0.011753951975123411,0.00745579692794851,-0.0021788978110857116,0.006944521365031431,0.01070785989119094,0.007618185249279152,-0.004152550195677618,-0.004167012530489345,-0.008914248559797278,-0.013277840946469222,0.0047784659483938174,0.004320307184885186,-0.004362196749988501,0.013300479733018067,-0.013927655482890211,-0.011845384789681113,-0.010555964148826313,0.00843006386474987,-0.010070726700143418,-0.02937366377455486,0.002684610533614684,-0.0040681495214837105,0.009098753967893503,-0.004668090592804153,0.005729929638440989,-0.013034354884083443,-0.006419118634594212,-0.015136971501256369,0.0023280363375048907
2021-04-19,0.005068549548554291,-0.0014635498001397407,-0.016968907384953713,-0.01629992451515383,-0.03318227389912387,-0.002076266728992082,-0.021237195789438612,-0.012659779625198486,-0.005873672246409556,-0.014164678251585405,-0.03508195720735141,-0.03506755976542186,-0.03612652630638746,-0.006079912328218251,-0.00850372610132899,0.0009471246757317697,-0.0027287613093203156,-0.02711973707723747,0.019720259771042414,0.0008734676236255012,0.0006310610352493473,-0.010854443747970954,0.00832556302195342,0.005676954183401195,0.0006268036417449441,-0.008240072237962193,-0.0035180748609439094,-0.017297163404339733,-0.032538193943595806,-0.03414597051675439,-0.026912390807377062,-0.007670447613559062,-0.024817854938243622,-0.013539020520633493,-0.005147361854916599,-0.03461130332102935,-0.023171787805898902,-0.026315803753452216,-0.0025334407377023416,0.0008454863147515645,-0.023586951290286984,-0.02141699527678842,-0.015573170246993007,0.003168142790707318,-0.020499640113028295,-0.02286365375801913,-0.024405320281112863,-0.025373719185860732,-0.007177731823172606,-0.008419282550784168
2021-04-20,-0.01282987172914063,0.0071894421764995275,-0.003797123045493178,-0.015550430219341105,-0.013232345602829376,-0.0034045831059630327,-0.017571588894149226,-0.02268529100529104,-0.01677201747163104,-0.010665007578896546,0.02191642715172648,-0.010259865844082672,-0.00704523025785353,-0.011019644602809686,-0.031728870828129585,-0.020056830031887185,-0.009825972762616098,-0.04471498842266064,-0.01875865756868278,-0.010597163493617834,-0.01620256275333276,-0.010156464036749302,0.0009174995521568086,-0.010855418539693518,-0.013157860382832842,-0.009792225966775203,0.03786050857731893,-0.014615834617317747,0.007656263950847064,-0.013993046721316516,-0.027916771797759754,-0.0018551420651654604,-0.01051921690716362,-0.01563611328200265,-0.02742193792553138,-0.012400850791429274,-0.004621175837632885,-0.03335765624701037,0.006222426062335806,-0.018966642418348445,-0.007292609093775604,-0.01367828686305217,-0.01893152366044737,0.000971593196620546,-0.01694739019359026,-0.01503643159675594,-0.016228779384427905,-0.00956934847738744,-0.01803464082730688,-0.00483087917966496
2021-04-21,0.0029298269006954314,0.007345465200380374,-0.0036366368551388195,0.02473000313315188,0.008765225220079165,0.0016132644028354903,0.050237176194311006,0.02951941549615089,0.02225960222146428,0.014073967099476059,0.027597669248568657,0.00553327700127193,0.003973304589848903,0.01140556948749838,0.01824776816213136,0.002703311728026625,-0.004521923883580081,0.009766551974342175,-0.0006897058908003073,0.054057470798050344,-0.004339312043448396,-0.0022408590559580555,0.008707870206708046,0.015144809055666508,0.01523800519089602,0.015882379707559346,0.039012729420195846,0.015948944220202543,0.008831528644159814,0.04603341183263954,0.03285921815454684,0.008983021245144718,0.022976684277071335,0.010521843512196538,0.00957570795520346,0.0124743274212884,0.03750163878442492,0.04206544425319714,-0.032559191904591556,-0.009416643778483058,0.039026558646633625,0.020914773886000937,0.017710788368248798,0.01783741054266219,0.0213440628470023,0.03980077823640826,0.045626777067755864,0.019592917456349834,0.00680216453544058,0.021771040062362523
2021-04-22,-0.011685072363434523,-0.0019260868917293505,-0.009856770983797225,-0.01844746574121381,-0.0030117185304571192,0.007674064757691834,-0.024435411999449874,-0.03124620797312394,-0.011345764184061857,-0.001919611699391921,0.004691750434993258,-0.010178685897069273,-0.01017669569898405,0.0034265115656570977,0.030232451195374654,-0.008280264387832914,-0.0026498487607841126,0.00035384264837001744,-0.00907202633199844,0.04184100342086894,-0.003763877562799056,-0.002600487289257103,-0.00045437264120329335,-0.014270321573863098,0.0006254415209092645,-0.0038347714747865025,-0.015813286140075378,-0.017739251517837284,-0.005306412541330574,-0.0416530274385859,-0.021209045431333617,-0.013086090999135713,-0.05341364159954676,0.0036964456726915618,-0.005401132935368924,-0.03321834006886648,-0.024263106973851145,-0.010635693451030437,-0.023349860163576097,-0.010655928306413709,0.010163564211867593,-0.023643444451178275,-0.018441522733057214,0.002384576653283954,-0.01714700063203589,-0.011161362070531533,-0.027859156159021792,-0.016410644351080306,0.005285755730323638,-0.046069639817362784
2021-04-23,0.018038287053133928,0.005445212711199243,0.01685430062987292,0.023492286339511947,0.025243017408582924,0.006111334356420084,0.02360546157250165,0.04679995815702531,0.018572478104907475,0.01775170396924608,-0.05797099134585837,0.024213792055251426,0.014422421160016574,0.009336339258600335,0.011858106283772596,0.007960952665740706,-0.004428425760970689,0.05612548370776538,0.009155081472185689,0.016178955915406856,0.0029827687220223,0.006044111789892392,0.011363427693503736,0.014476911760075817,0.02625006862191892,0.019248000354389783,0.008139743751474082,-0.053220483750428205,0.020010905268750934,0.021072698839274207,0.03309753762744161,0.015475999227106962,0.015582181965170028,0.0076756448034043245,0.019072894586587452,0.027945624975697303,0.02705747457987706,0.03957974394835051,0.0013355321300216882,0.01590093330281661,0.024059458546623835,0.018500354146947284,0.012172533284122933,0.06029968981725986,0.04088955810439043,0.02052895567811408,0.04124437290639116,0.016254071115689328,0.0073137225769335235,0.027316597630138828
2021-04-26,0.002977892908883728,-0.007609412308532293,-0.0002714303682306296,0.0101874491902183,0.013784019628321653,0.02560506316298672,0.018092762776963367,0.032020317272548615,0.00762613784857602,0.0026162305007984,0.0222222091805222,0.012271410022011153,0.0151322766665003,0.008350880641508907,0.023575002722298732,-0.005201266910189073,0.01105629681672382,0.039857091738167316,-0.01015664417280826,0.013888927177530652,0.010606601320566567,0.022853132940920062,0.016179844643381625,-0.003891922983129903,-0.011571255421709448,-0.002614843742709372,-0.0060380568891361674,-0.008102691296552389,0.008122041815787906,0.024988352978595252,0.017777519938615205,0.0015317056136172624,0.021039300124876315,0.01177855927575,0.002729223627133015,0.013936899917807555,0.017166041932829224,0.02937720381699238,-0.006269236686959334,0.008509535582912786,0.029901784173520074,0.026065164440957078,0.010718925192852558,0.04621414978863769,0.04577858147624192,0.0033402768715538045,0.014445427982297199,0.013451944504548674,0.01742538119874082,0.049067161929650105
2021-04-27,-0.00244938607345746,0.002521491351141769,0.003141351713866536,-0.006785172634385939,-0.004910807906350789,0.01703874939938066,-0.003787528226345871,-0.0023416996728855555,-0.006384957373102629,-0.01043749923439774,-0.015886300586283264,-0.011656464366018748,-0.07959506390907489,-0.005308652542837078,-0.014344906683263936,-0.005228631071975798,0.004776261718981267,0.007086146300562701,0.003287322648607871,-0.0011136927620166714,-0.012996537399749597,0.007946502331696914,-0.005749816624904369,-0.03386134605478419,-0.0018483756327377643,0.0029127954146928037,0.0031080795014812868,-0.013444563472643889,-0.005187850741427136,0.0026588412548484985,-0.010492847972622843,0.0016059768178837697,0.018442606715791454,0.00611575338751269,-0.006221735968832576,-0.006218556075467174,-0.007901779811368748,-0.011415525312998942,0.00966452857811717,-0.008271773360944978,-0.009539670002588485,-0.006836592661545571,-0.0041386530484800454,0.010292913542121918,-0.011319269081723982,-0.0001482339826314183,-0.017462546898367237,-0.006009523697284136,0.008062013642266663,0.014563794552322706
2021-04-28,-0.006027452779867604,6.868374669832811e-05,-0.003556844563167183,-0.021874412533369636,0.0045658035097009275,-0.023651669276896548,-0.007968829281927547,-0.013965525809084278,0.005454268735112233,-0.010841411986618255,-0.001699209459879003,-0.015331914498558863,0.003917169660722752,0.011399986679793361,-0.004564946923552249,-0.00506139829947716,0.0030021710900360876,-0.023880654800491286,-0.01280905682157707,-0.011038080791789806,-0.016099349312160283,0.0049131663810437765,-0.015124558824135104,-0.003370169654772326,-0.0030865338234639106,-0.0031950432531899775,0.006971391505677715,-0.006037739889824478,-0.000769076401599178,-0.010590958983964893,-0.018223248257237312,-0.028285885055683635,-0.03834126304363994,-0.00958003412839692,-0.0009126484597637985,-0.006826233211309818,-0.02335278861747947,-0.04272513872327455,-0.005982363501850996,0.004686497388941335,-0.0012562303329625157,-0.01043409131197881,-0.009350653050178792,0.010293652858232472,-0.0050155389504573655,0.00569761206393804,0.009916245854632022,-0.04410901695643055,-0.0016835875958937097,-0.025534858667583316
2021-04-29,-0.000748831876171252,0.00782043171952207,0.00118345311133905,0.012495335935859941,-0.009858677601579324,0.009359484415922603,-0.0022110620141655435,-0.0013091286045190387,0.0054557923267264385,0.016587636319674637,0.007148905003324435,0.015440348593268372,0.0014256954702109859,-0.01063841578426128,-0.039547795571307054,0.006848068479999636,0.0147169884414029,-0.029707309886748967,0.005833882216771169,-0.01589623541405083,-0.012827619940880997,-0.0005684528038437664,-0.006323107425160734,0.017808842824293514,0.013622375065930559,0.011072348032062473,0.008671436024215051,0.01145462273220299,0.000841756190251397,0.0045763484260554765,0.008342833866027188,-0.008052930063779828,0.023596635435291002,-0.09374774091931715,0.0035246244248554603,0.0031419778871892845,0.010621564863647404,-0.010856471764936648,0.014711698129875828,-0.01391053209115034,-0.020125766648174337,0.04473888682895644,-0.001048754225381865,0.017122124099661074,0.007382906333178285,0.01662742925949101,-0.012009013429069237,0.021999727891548915,-0.023841527579635313,0.007507095915304518
