Date,AEP,AES,CMS,CNP,D,DUK,ED,EIX,ES,ETR,EXC,FE,NEE,NI,NRG,PCG,PEG,PPL,SO,SRE,VST,XEL
2021-01-05,-0.0013488331536987141,0.03356281677555728,-0.01778217739059862,0.010778028850373822,-0.012044466950186683,0.0004456924107831828,-0.011180134654038332,0.005290256827104933,0.007218142174573616,-0.013365878653918473,-0.0014574156965616591,0.01118249351987699,0.007410274133183403,-0.002657347865133053,0.014049817817875399,0.013922871559765682,0.00017967619436110027,0.001087625491299038,0.006570165923107885,-0.003150122674610012,0.033368217331139816,-0.009747448086634414
2021-01-06,0.00798218629677061,0.03996680506798356,0.020153649552823838,0.01761731147556822,0.02136972706523932,0.012925112875506795,0.021325197056841994,0.02976472932789287,0.0471102931343792,0.01582214770513013,0.03259547360795234,0.015415669744828664,0.048950467550782584,0.022202430703590403,0.011138241856892384,0.0,0.02099009692679421,0.018109351540500862,0.02443516602799556,0.0032410603133454785,0.023713478718446535,0.022147159871507727
2021-01-07,-0.026681306051627995,-0.010008308434497626,-0.029800912821021375,-0.04874721771486257,-0.021459629880790643,-0.01122003684474615,-0.020319427813508262,-0.009102542700370364,-0.006507721258894761,-0.03451091956331087,-0.009893764526569426,-0.02211204107999054,0.010965019188866387,-0.03866192195137086,0.004836146340855718,-0.005654201157647032,-0.01423298455731481,-0.013162505453633733,-0.00114361674291652,-0.03158041703543524,-0.005421531778720512,-0.019560652512359833
2021-01-08,-0.008887134957241583,0.02790141719938788,-0.004659177462343567,-0.008141595128119739,0.0032895497503280247,0.0017798192778237798,0.00028586711872713444,0.004029139039675389,0.0201017881263601,0.006853544945046197,0.004282403495734277,0.009449753182400045,0.023205743876486773,-0.014460065664342547,0.04304804038555865,-0.005686588050304642,0.021568807014155755,0.002523377690200501,0.007032988239781712,-0.001001065614384844,0.04013892878286596,0.00920811538710109
2021-01-11,-0.005051974857112951,0.0015734784581480366,-0.009535204001234754,0.0038625908661504837,-0.00724027670922478,-0.008439379124391855,-0.017159916816145482,-0.010112294530106647,-0.012398942730412421,-0.011519491419901384,-0.008291808748669305,0.009695606321157069,-0.01774909789382817,0.0032096241469190545,0.01820065709375651,-0.0024507657677503847,-0.005758290174096903,-0.0014383957547203785,-0.005846940675200862,-0.011437477520681028,0.008575368983471998,-0.020681219966678155
2021-01-12,-0.011931649808311073,0.021995442162723755,-0.013303119444206812,-0.004328903545577134,-0.015687467578823888,-0.004031969705033167,-0.011785256181892523,0.013620640365587855,0.0031385739699383297,-0.017904286916474832,0.005255594058281021,0.00960273717417448,0.0007528729392007882,-0.00045699174646463003,0.027693507396219896,-0.0024571028230924163,0.006493469997801649,0.006482021464134791,-0.03904613870095286,-0.0034625471543853203,0.01842222452646558,-0.015527993212950397
2021-01-13,0.003982242344259257,0.0330515920541381,0.02483599507470502,0.005797105704174577,0.009926147374642591,0.02957361536192815,0.024882097927829028,0.01103831926630261,0.007486812876859705,0.010248147101275418,0.017110250007472017,0.009839357182610087,0.026207011714456607,0.0064013262953639405,0.014208940071835485,-0.006568175843512547,0.0231909139020825,0.005009002024100706,0.015131113857782541,0.026694819766879263,0.011131804261250045,0.025394180080540618
2021-01-14,0.008701281709183162,0.02120515910821874,0.0008654161968379981,0.0014407147446311441,-0.016888244463734825,0.0010922246076023878,-0.01652049674520384,-0.02484176742746136,-0.006543743847018835,0.0037371725724761884,-0.005139943898187727,0.014940029443186509,0.008431008619155467,-0.00681510794019069,-0.02801942920497036,-0.022314087013705408,-0.015337227845895529,0.004271925856811354,-0.011220806070511014,0.011390779831504494,-0.021559492181252193,-0.022304058364171486
2021-01-15,0.020804261761651732,0.005464747458630903,0.013836224532173258,0.029256795631941168,0.014925441050724464,0.004909597667548837,0.016651813915561142,0.0038942609749224033,-0.011164538201790974,0.013297852353119977,0.018318181756845187,0.013439742047243408,-0.005937268358604864,0.04894792619819377,0.014413410126425052,0.03465760378716376,0.02769121384012685,0.012761426334243708,0.01050121504145518,-0.0030196439327705438,0.008439075329028656,0.022026224734017497
2021-01-19,0.002982319568982872,0.0166664617315182,-0.006311886558238777,0.010717655828216488,-0.015538293276071369,-0.0187821006486103,-0.001723957607599802,-0.016163052888144347,-0.016145184192419504,-0.0013647510867971224,-0.012453660882319806,-0.017682409268248156,0.009385673373874415,-0.02049714413627557,0.010044228357795504,-0.01715677909760205,-0.02020884204539053,-0.015050775029894492,0.023466418218885954,-0.005566196851341854,0.009297569350431356,-0.00384836142856948
