Pair_ID,Samples,Ridge_Acc,Ridge_Prec,LSTM_Acc,LSTM_Prec
AME-ITW,481,0.5384615384615384,0.5868544600938967,0.5758835758835759,0.6150627615062761
CMS-DUK,481,0.5821205821205822,0.5893536121673004,0.5945945945945946,0.5892255892255892
MS-STT,481,0.5384615384615384,0.5800865800865801,0.5488565488565489,0.5807692307692308
AIG-CB,481,0.5696465696465697,0.5680933852140078,0.5613305613305614,0.5525423728813559
FITB-PNC,481,0.5426195426195426,0.5345454545454545,0.5426195426195426,0.5276967930029155
