Date,Equity_LSTM,Equity_Hybrid,Positions_LSTM,Positions_Hybrid
2024-02-07,968.7461680977148,968.7461680977148,5,5
2024-02-07,968.7461680977148,968.7461680977148,5,5
2024-02-07,968.7461680977148,968.7461680977148,5,5
2024-02-07,968.7461680977148,968.7461680977148,5,5
2024-02-08,968.7461680977148,968.7461680977148,5,5
2024-02-08,968.7461680977148,968.7461680977148,5,5
2024-02-08,968.7461680977148,968.7461680977148,5,5
2024-02-08,968.7461680977148,968.7461680977148,5,5
2024-02-08,968.7461680977148,968.7461680977148,5,5
2024-02-09,968.7461680977148,968.7461680977148,5,5
2024-02-09,968.7461680977148,968.7461680977148,5,5
2024-02-09,968.7461680977148,968.7461680977148,5,5
2024-02-09,968.7461680977148,968.7461680977148,5,5
2024-02-09,968.7461680977148,968.7461680977148,5,5
2024-02-12,968.7461680977148,968.7461680977148,5,5
2024-02-12,968.7461680977148,968.7461680977148,5,5
2024-02-12,968.7461680977148,968.7461680977148,5,5
2024-02-12,968.7461680977148,968.7461680977148,5,5
2024-02-12,968.7461680977148,968.7461680977148,5,5
2024-02-13,968.7461680977148,968.7461680977148,5,5
2024-02-13,968.7461680977148,968.7461680977148,5,5
2024-02-13,968.7461680977148,968.7461680977148,5,5
2024-02-13,968.7461680977148,968.7461680977148,5,5
2024-02-13,968.7461680977148,968.7461680977148,5,5
2024-02-14,938.7461680977148,938.7461680977148,4,4
2024-02-14,936.5413735771668,936.5413735771668,5,5
2024-02-14,936.5413735771668,936.5413735771668,5,5
2024-02-14,936.5413735771668,936.5413735771668,5,5
2024-02-14,936.5413735771668,936.5413735771668,5,5
2024-02-15,925.3586260815018,925.3586260815018,3,3
2024-02-15,923.1538315609539,923.1538315609539,4,4
