Date,ACGL,AFL,AIG,ALL,AON,APO,AXP,BAC,BEN,BK,BRK-B,BRO,BX,C,CB,CFG,CME,COF,COIN,FIS,FISV,FITB,GPN,GS,HBAN,HIG,IBKR,ICE,IVZ,JPM,KEY,KKR,MA,MET,MMC,MS,NDAQ,PFG,PGR,PNC,PRU,PYPL,RF,SCHW,SPGI,STT,SYF,TFC,TROW,TRV,USB,V,WFC,WRB,XYZ
2025-03-28,95.05999755859375,108.04090118408203,82.26429748535156,203.48947143554688,392.8968811035156,135.44459533691406,262.6846008300781,40.5706672668457,18.195852279663086,81.36369323730469,526.3099975585938,122.31400299072266,135.11509704589844,68.90533447265625,295.4460144042969,39.1028938293457,258.59014892578125,171.85476684570312,173.92999267578125,72.41988372802734,216.1300048828125,37.443912506103516,96.63238525390625,534.8969116210938,14.387020111083984,120.72117614746094,41.01411819458008,173.2393798828125,14.70997428894043,237.9705047607422,15.25806713104248,114.35465240478516,537.5065307617188,77.49197387695312,239.46734619140625,112.93509674072266,74.24427795410156,80.68630981445312,261.904541015625,167.11135864257812,105.9179458618164,64.99974060058594,20.747106552124023,77.12384033203125,499.7210693359375,86.45193481445312,51.70134353637695,38.99114990234375,88.17366027832031,258.6430358886719,40.474021911621094,341.0048828125,69.52813720703125,69.50296020507812,55.33000183105469
2025-03-31,96.18000030517578,109.40863037109375,85.53047180175781,204.10057067871094,397.4178771972656,135.42478942871094,266.21697998046875,41.04275894165039,18.474163055419922,82.50482177734375,532.5800170898438,123.7766342163086,136.7489013671875,69.5519790649414,300.9773864746094,39.80237579345703,261.6176452636719,177.56906127929688,172.22999572753906,73.43267822265625,220.8300018310547,38.1842155456543,97.02874755859375,538.0188598632812,14.601024627685547,122.2126693725586,41.23073959350586,171.04795837402344,14.690607070922852,240.37127685546875,15.441550254821777,115.10136413574219,544.973388671875,78.52871704101562,241.0875701904297,114.24726867675781,75.18583679199219,81.9588851928711,265.8022766113281,170.89344787597656,107.46722412109375,65.0995101928711,21.047367095947266,77.5896987915039,505.280029296875,86.92768096923828,52.204254150390625,39.656105041503906,88.46253967285156,261.2809143066406,40.91986083984375,348.57391357421875,70.61006164550781,69.39569854736328,54.33000183105469
2025-04-01,96.13999938964844,110.6484375,85.40257263183594,204.5244140625,397.1390686035156,136.83897399902344,267.6319580078125,40.80671691894531,18.5317440032959,82.40643310546875,532.989990234375,123.48809051513672,139.70339965820312,69.11109161376953,300.3893737792969,39.433204650878906,258.60986328125,176.49949645996094,174.52000427246094,73.32451629638672,222.00999450683594,37.92121505737305,97.54401397705078,540.1461791992188,14.542659759521484,122.86457061767578,43.095699310302734,170.0464630126953,14.70997428894043,238.76422119140625,15.25806713104248,117.32154083251953,545.3612060546875,79.37963104248047,241.05792236328125,113.3365707397461,75.3642349243164,82.71658325195312,267.0044250488281,169.79478454589844,107.47684478759766,65.94754791259766,20.892391204833984,76.98506927490234,507.9451904296875,86.97665405273438,52.519805908203125,39.53082275390625,88.84770202636719,261.3599853515625,40.48371505737305,344.4860534667969,70.13794708251953,68.50825500488281,55.40999984741211
2025-04-02,96.81999969482422,110.47132110595703,86.2978286743164,202.4840850830078,394.3707275390625,139.95411682128906,272.3517150878906,41.16078567504883,18.64691162109375,82.84912109375,537.719970703125,123.60749053955078,144.45802307128906,70.3063735961914,300.5289306640625,40.47270584106445,258.9057312011719,180.4212646484375,182.9499969482422,74.4749755859375,226.14999389648438,38.59333419799805,98.69345092773438,554.5743408203125,14.795576095581055,123.32880401611328,43.40195846557617,169.00531005859375,15.194172859191895,240.88082885742188,15.518806457519531,120.36808013916016,544.2376708984375,80.68045043945312,240.70228576660156,116.79327392578125,77.60415649414062,83.72686004638672,264.1304626464844,172.09902954101562,108.45836639404297,66.99512481689453,21.328256607055664,77.89696502685547,511.12738037109375,87.73066711425781,54.28493118286133,40.05121994018555,90.41724395751953,261.310546875,41.68552780151367,344.4661560058594,71.07234191894531,68.0206527709961,57.86000061035156
2025-04-03,96.27999877929688,109.95965576171875,84.80245971679688,202.37567138671875,392.63800048828125,122.08406066894531,245.21055603027344,36.60704040527344,17.226560592651367,78.6092758178711,530.1599731445312,123.80648040771484,130.21376037597656,61.77280807495117,301.4458312988281,35.18775177001953,264.6451110839844,162.4563751220703,170.75999450683594,73.26551818847656,216.89999389648438,34.550872802734375,92.13371276855469,503.4897155761719,13.09325885772705,121.92621612548828,39.70939254760742,166.1495361328125,13.392951965332031,224.09500122070312,13.635689735412598,102.09882354736328,527.5042114257812,74.24479675292969,242.1346435546875,105.68875885009766,73.13423919677734,77.0531997680664,269.6455383300781,156.8151397705078,100.83712768554688,61.56767272949219,18.99396514892578,74.20976257324219,486.6639709472656,81.11096954345703,45.912925720214844,35.695308685302734,83.02210235595703,259.9372863769531,37.595481872558594,337.5635070800781,64.59065246582031,68.54725646972656,53.970001220703125
2025-04-04,87.83000183105469,100.34618377685547,77.67000579833984,183.89456176757812,374.1856384277344,107.47749328613281,231.98704528808594,33.82364273071289,16.804290771484375,72.11669921875,493.5400085449219,114.43368530273438,122.32852935791016,56.952476501464844,279.7388610839844,33.29331970214844,250.9375762939453,149.11643981933594,160.5500030517578,68.7325210571289,198.60000610351562,32.87544631958008,84.10742950439453,463.68170166015625,12.25669002532959,112.17726135253906,36.37289047241211,155.42062377929688,12.405186653137207,207.32412719726562,13.00798511505127,92.38175201416016,486.9583435058594,67.55484008789062,228.18763732910156,97.75696563720703,67.64346313476562,70.85552978515625,242.06088256835938,148.85240173339844,92.88870239257812,58.235374450683594,18.073806762695312,68.45100402832031,448.9941711425781,74.66752624511719,43.20114517211914,33.52699661254883,79.5363540649414,239.34779357910156,35.69584655761719,311.44482421875,59.97773742675781,63.807762145996094,50.2599983215332
2025-04-07,84.98999786376953,98.39790344238281,76.30254364013672,177.941162109375,362.8234558105469,111.11677551269531,232.58270263671875,34.994049072265625,16.190086364746094,72.88400268554688,490.3800048828125,112.10541534423828,121.94699096679688,57.65788650512695,273.40020751953125,33.847076416015625,248.87649536132812,153.17684936523438,157.27999877929688,67.55255889892578,198.44000244140625,33.18715286254883,81.77882385253906,458.46197509765625,12.363693237304688,108.48312377929688,35.92719268798828,153.34820556640625,12.308345794677734,211.42564392089844,13.046613693237305,97.1108627319336,482.73272705078125,67.81890869140625,221.78411865234375,98.8243179321289,67.13799285888672,69.6023941040039,239.83419799804688,148.5704345703125,92.1669921875,58.39500427246094,18.09317970275879,69.42236328125,435.87738037109375,74.71649169921875,44.1872444152832,33.864288330078125,78.63123321533203,231.01914978027344,35.66676330566406,310.6391906738281,61.14817428588867,62.68627166748047,50.470001220703125
2025-04-08,86.41999816894531,98.17158508300781,76.41075897216797,180.8389892578125,358.7207336425781,109.18834686279297,229.71365356445312,34.453102111816406,15.988548278808594,72.3036117553711,492.6400146484375,111.84671783447266,117.46630859375,57.57951354980469,274.06793212890625,33.41961669921875,251.4996795654297,150.87925720214844,151.47000122070312,67.00190734863281,195.58999633789062,32.55398941040039,78.7466812133789,455.22174072265625,12.149687767028809,108.74980163574219,36.6069450378418,150.34371948242188,11.756359100341797,213.82147216796875,12.776216506958008,94.09419250488281,477.1649169921875,66.91910552978516,218.7211151123047,98.22698974609375,65.80990600585938,67.57211303710938,244.63519287109375,145.6050567626953,91.53189086914062,57.277587890625,17.76386260986328,69.3133316040039,439.0496826171875,73.76661682128906,43.22086715698242,33.65227127075195,77.29277801513672,233.68667602539062,35.279083251953125,306.6109619140625,61.05965805053711,63.70048904418945,49.08000183105469
2025-04-09,91.4800033569336,103.61299133300781,81.47726440429688,190.23233032226562,371.8056335449219,127.02873992919922,260.45928955078125,36.53818893432617,17.831167221069336,78.05838775634766,521.4099731445312,116.0555191040039,134.38137817382812,62.850528717041016,283.6656494140625,36.402122497558594,250.61215209960938,173.22146606445312,177.08999633789062,71.20059967041016,210.3800048828125,34.89180374145508,89.43846893310547,509.0443420410156,13.336446762084961,114.94292449951172,42.50807571411133,155.4900360107422,13.218639373779297,231.0458984375,14.021970748901367,109.97401428222656,513.2838745117188,73.58949279785156,227.55323791503906,109.3804702758789,71.35022735595703,75.06178283691406,253.77682495117188,155.78457641601562,99.99031829833984,63.80250549316406,19.37171173095703,74.58641815185547,471.3593444824219,80.61155700683594,49.7784423828125,36.61082458496094,86.81597137451172,245.1175994873047,38.089778900146484,330.64093017578125,65.23979949951172,65.27056884765625,55.9900016784668
2025-04-10,90.58000183105469,103.0029296875,80.03109741210938,188.0540313720703,367.473876953125,122.55875396728516,245.10134887695312,35.25959396362305,17.005826950073242,75.36299133300781,515.8099975585938,116.67241668701172,124.68626403808594,60.34238815307617,281.3932800292969,33.798500061035156,254.8131866455078,160.59454345703125,169.6199951171875,68.34902954101562,204.3800048828125,32.953372955322266,82.48236083984375,482.3841552734375,12.538788795471191,113.38229370117188,40.91202926635742,153.8836669921875,12.28897762298584,223.9175262451172,13.268723487854004,101.42180633544922,497.2608947753906,69.55009460449219,226.7701416015625,104.36679077148438,69.67525482177734,69.90352630615234,256.6612243652344,147.9384765625,94.76515197753906,60.420326232910156,18.40312957763672,73.19876098632812,455.2194519042969,77.36045837402344,45.98195266723633,34.346134185791016,82.7621078491211,242.22280883789062,36.1029052734375,322.863037109375,62.07272720336914,65.44610595703125,52.90999984741211
