Date,ADP,AME,AOS,BA,BLDR,CARR,CAT,CHRW,CMI,CPRT,CSX,CTAS,DAL,DAY,DE,EFX,EMR,ETN,EXPD,FAST,FDX,FTV,GD,GE,GNRC,HON,HWM,IR,ITW,JCI,LDOS,LHX,LMT,LUV,MAS,MMM,NSC,ODFL,OTIS,PAYX,PCAR,PNR,PWR,ROL,RSG,RTX,SWK,TT,TXT,UAL,UBER,UNP,UPS,VRSK,WAB,WM,XYL
2023-01-03,222.45562744140625,137.78140258789062,55.786869049072266,195.38999938964844,65.3499984741211,40.07014083862305,226.96514892578125,83.7184066772461,224.44366455078125,30.729999542236328,29.56020736694336,109.3162841796875,31.724292755126953,61.56999969482422,406.8648681640625,194.13282775878906,90.57746124267578,151.51625061035156,101.2691879272461,21.984050750732422,166.19386291503906,47.81494140625,233.27330017089844,52.141571044921875,97.70999908447266,189.34994506835938,38.69267654418945,52.83565139770508,205.478515625,61.33074951171875,100.97593688964844,194.153564453125,440.0902099609375,30.33084487915039,44.88026809692383,91.59770965576172,231.23178100585938,138.91653442382812,75.32173156738281,105.75072479248047,58.69037628173828,43.561214447021484,140.01934814453125,35.141441345214844,124.16442108154297,94.22102355957031,67.6753158569336,165.96546936035156,70.0473403930664,37.209999084472656,25.360000610351562,193.47216796875,150.47671508789062,174.0111846923828,98.1341781616211,149.8717498779297,106.86746215820312
2023-01-04,223.5039825439453,138.10501098632812,57.43436050415039,203.63999938964844,66.66999816894531,40.4745979309082,229.3214569091797,84.20060729980469,223.9036407470703,30.989999771118164,29.943115234375,108.05997467041016,33.4559440612793,63.060001373291016,406.0881042480469,200.30010986328125,89.92716979980469,152.5439910888672,102.42676544189453,22.248416900634766,170.11265563964844,48.52171325683594,230.1016387939453,55.17644500732422,101.91999816894531,185.58595275878906,39.178070068359375,53.483642578125,205.94480895996094,62.33494567871094,100.64806365966797,194.153564453125,439.1409606933594,31.27984619140625,46.12010955810547,93.60212707519531,234.21902465820312,141.99952697753906,76.89250946044922,106.90128326416016,58.55919647216797,45.00682067871094,137.96800231933594,35.51640701293945,123.74954223632812,94.24905395507812,69.81597900390625,168.65525817871094,70.84490966796875,39.720001220703125,25.90999984741211,195.01937866210938,152.04774475097656,176.8665771484375,99.58023071289062,149.7572021484375,106.70342254638672
2023-01-05,218.6834716796875,135.29090881347656,56.22241973876953,204.99000549316406,66.51000213623047,39.99309158325195,228.2953338623047,83.46802520751953,220.42115783691406,30.274999618530273,29.588930130004883,105.55220794677734,34.273128509521484,59.81999969482422,397.69744873046875,193.9272918701172,89.540771484375,150.9879608154297,101.2113037109375,21.4738712310791,169.95330810546875,47.56199264526367,229.53863525390625,56.033164978027344,98.2699966430664,180.66445922851562,38.95023727416992,53.22444534301758,204.13551330566406,61.60547637939453,100.3009033203125,193.40298461914062,439.6662902832031,31.196115493774414,45.56170654296875,91.96417999267578,231.02639770507812,138.40516662597656,76.28323364257812,104.42667388916016,58.30281448364258,44.48640060424805,135.00051879882812,34.91069030761719,121.11532592773438,94.28645324707031,69.85150909423828,166.37181091308594,69.85791778564453,41.2400016784668,25.549999237060547,189.27801513671875,149.240478515625,174.3055877685547,98.252197265625,146.86534118652344,103.67376708984375
2023-01-06,224.79566955566406,141.03668212890625,58.172874450683594,213.0,67.23999786376953,41.53388214111328,236.44741821289062,86.52818298339844,227.1067657470703,31.19499969482422,30.82379150390625,107.59980773925781,35.05141067504883,60.959999084472656,408.955322265625,200.3098907470703,92.31155395507812,154.73390197753906,104.3560791015625,22.081449508666992,174.16273498535156,48.75978088378906,232.9448699951172,56.5440673828125,100.75,185.7891845703125,40.07950973510742,54.94907760620117,211.66188049316406,63.61384582519531,101.20736694335938,193.44989013671875,436.1365661621094,32.638221740722656,47.00029754638672,94.77635955810547,238.78392028808594,147.85572814941406,77.92066192626953,107.24828338623047,59.817317962646484,45.10320281982422,138.5355987548828,35.12221145629883,123.85568237304688,95.76319122314453,72.00995635986328,172.7093505859375,71.63253021240234,42.2400016784668,26.399999618530273,197.60108947753906,153.6273651123047,179.4472198486328,99.88516998291016,152.2196044921875,107.35952758789062
2023-01-09,224.1873016357422,139.72283935546875,58.22021484375,208.57000732421875,67.05000305175781,41.89019012451172,234.31910705566406,86.5745620727539,227.4699249267578,31.219999313354492,30.766359329223633,107.4464340209961,35.771305084228516,62.880001068115234,410.6142578125,200.32948303222656,91.66127014160156,154.52256774902344,105.96703338623047,22.239145278930664,177.88473510742188,48.960655212402344,230.09230041503906,57.117835998535156,104.73999786376953,186.14260864257812,39.70309066772461,55.60704040527344,211.67123413085938,63.26332473754883,96.75213623046875,188.6553955078125,423.0038146972656,33.302215576171875,47.662811279296875,94.8287124633789,237.32763671875,150.64370727539062,77.55889892578125,107.21176147460938,59.50129318237305,45.768184661865234,138.05763244628906,35.12221145629883,123.24779510498047,93.09009552001953,72.97813415527344,172.30299377441406,70.29657745361328,43.349998474121094,27.399999618530273,197.08847045898438,155.97964477539062,178.63279724121094,99.26542663574219,151.026611328125,107.86125946044922
2023-01-10,225.3760223388672,140.0267791748047,56.6768913269043,206.69000244140625,67.33999633789062,42.3716926574707,238.01507568359375,86.05525970458984,230.66372680664062,30.809999465942383,31.015247344970703,108.3375244140625,37.05545425415039,62.959999084472656,419.4652099609375,200.68191528320312,92.18902587890625,154.0711669921875,104.7033462524414,22.494232177734375,176.9471893310547,49.191287994384766,232.27862548828125,59.16140365600586,109.55999755859375,186.73458862304688,40.16865921020508,56.25502014160156,212.15618896484375,63.76540756225586,96.41461181640625,189.48106384277344,426.04510498046875,33.86333084106445,48.08871078491211,95.83091735839844,237.7197265625,150.7567901611328,77.74929809570312,107.12043762207031,59.91868209838867,46.240421295166016,138.92396545410156,35.09335708618164,120.77760314941406,93.38919067382812,74.63914489746094,173.12539672851562,70.62557220458984,45.75,28.040000915527344,197.8527374267578,153.4728546142578,180.09478759765625,99.59005737304688,147.84841918945312,108.9708480834961
2023-01-11,229.3728790283203,142.6447296142578,59.25225830078125,208.02999877929688,68.77999877929688,43.51765823364258,238.22412109375,88.07681274414062,232.945068359375,31.18000030517578,31.0631046295166,110.52633666992188,37.143009185791016,65.86000061035156,415.6774597167969,209.0224609375,92.54714965820312,157.605712890625,106.50724792480469,22.77250862121582,180.19097900390625,49.85341262817383,233.35772705078125,61.063499450683594,111.68000030517578,187.5828094482422,40.010162353515625,56.60392379760742,215.14993286132812,64.03067016601562,96.07709503173828,187.56703186035156,426.699462890625,33.638885498046875,48.92157745361328,96.57137298583984,239.11065673828125,153.9430389404297,77.96826934814453,109.28459930419922,60.258548736572266,47.74386215209961,140.0989990234375,36.26634979248047,122.46620178222656,93.08075714111328,76.2291030883789,174.59609985351562,70.58570098876953,47.709999084472656,28.350000381469727,199.6981658935547,156.4432373046875,182.96983337402344,100.08190155029297,149.83358764648438,110.82337188720703
2023-01-12,228.6334228515625,142.71334838867188,58.135005950927734,214.32000732421875,70.22000122070312,43.57543182373047,242.34765625,86.70437622070312,232.8892059326172,31.280000686645508,31.101402282714844,108.64429473876953,38.524436950683594,66.75,418.18023681640625,211.64599609375,92.4057846069336,158.20120239257812,106.41078186035156,22.73540496826172,179.90036010742188,49.90549087524414,232.42877197265625,61.98311233520508,113.55000305175781,190.83441162109375,40.287532806396484,57.21204376220703,216.67015075683594,64.77906799316406,95.18990325927734,187.4168701171875,425.5381774902344,34.57406997680664,49.09193801879883,96.74339294433594,237.27163696289062,154.02662658691406,78.92025756835938,109.43981170654297,60.455318450927734,48.0522575378418,147.1890869140625,36.10289764404297,118.94428253173828,94.09951782226562,76.6288070678711,174.51869201660156,71.2237777709961,51.29999923706055,29.030000686645508,200.0989532470703,157.0613555908203,179.52572631835938,101.90174102783203,145.72003173828125,112.10661315917969
2023-01-13,229.66302490234375,143.28208923339844,58.8261833190918,214.1300048828125,71.93000030517578,44.172481536865234,245.5685577392578,86.82492065429688,235.25430297851562,31.40999984741211,31.034387588500977,109.29924774169922,37.16246795654297,67.62000274658203,421.57489013671875,212.42913818359375,92.28327178955078,157.9514617919922,105.06990814208984,22.642648696899414,176.8440704345703,50.16587829589844,225.47561645507812,63.03633117675781,113.66000366210938,191.3910369873047,40.36677932739258,57.35160827636719,217.52816772460938,65.20536804199219,94.8427505493164,184.98680114746094,414.56201171875,34.592777252197266,49.21497344970703,96.86305236816406,238.1678009033203,155.05921936035156,79.25344848632812,109.85987091064453,61.218544006347656,48.688331604003906,147.876220703125,36.324039459228516,120.5074462890625,92.23023223876953,78.9737777709961,177.36331176757812,70.0373764038086,51.650001525878906,29.440000534057617,198.7382049560547,156.37454223632812,180.4971466064453,102.40345001220703,147.1612091064453,112.82061767578125
2023-01-17,221.63192749023438,141.81130981445312,56.837852478027344,211.41000366210938,71.73999786376953,43.7487678527832,243.47825622558594,85.94397735595703,231.98599243164062,31.549999237060547,31.206697463989258,108.31562042236328,37.2208366394043,67.68000030517578,420.2035217285156,211.52853393554688,85.98780059814453,155.99209594726562,104.19208526611328,22.364368438720703,176.37530517578125,50.09148406982422,226.273193359375,63.2642707824707,114.5,187.5298309326172,40.22809982299805,56.623870849609375,216.6608123779297,64.2011947631836,94.3509292602539,182.6317596435547,412.101318359375,34.6395378112793,48.2022819519043,94.68660736083984,239.59608459472656,154.68060302734375,78.9964370727539,108.134033203125,60.586490631103516,48.697959899902344,147.64718627929688,35.795230865478516,121.26971435546875,91.99658966064453,78.7872543334961,173.9091339111328,69.17000579833984,51.20000076293945,29.200000762939453,199.7447967529297,153.67031860351562,178.1618194580078,101.54762268066406,147.33299255371094,111.92328643798828
